orbit,Itinerary_String,roots
22,"[0, 4, 5, 7, 10, 11, 12, 13, 16, 17, 20, 21]","[1.9084742862007187, 1.0497954521036044]"
22,"[0, 4, 5, 7, 10, 11, 12, 13, 17, 18, 19, 20]","[1.908459025589578, 1.0500261194456837]"
22,"[0, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17, 18]","[1.9082884873631873, 1.0456451160218643]"
22,"[0, 4, 5, 7, 10, 11, 13, 14, 15, 16, 18, 19]","[1.9082791254136566, 1.0471389316976951]"
22,"[0, 4, 5, 7, 10, 11, 13, 14, 15, 16, 19, 20]","[1.9082742188739799, 1.048619510695443]"
22,"[0, 4, 5, 7, 10, 11, 13, 14, 15, 16, 20, 21]","[1.908271647513768, 1.05007633761379]"
22,"[0, 4, 5, 7, 10, 11, 13, 14, 16, 17, 18, 19]","[1.908245022908755, 1.0488517575723957]"
22,"[0, 4, 5, 7, 10, 11, 13, 14, 16, 17, 19, 20]","[1.9082401137662202, 1.0503984130048547]"
22,"[0, 4, 5, 7, 10, 11, 13, 14, 16, 17, 20, 21]","[1.9082375409958394, 1.0519153434699884]"
22,"[0, 4, 5, 7, 10, 11, 13, 14, 17, 18, 19, 20]","[1.9082222345579518, 1.0521692128747322]"
22,"[0, 4, 5, 7, 10, 11, 13, 14, 17, 18, 20, 21]","[1.9082196610238125, 1.0537404775965473]"
22,"[0, 4, 5, 7, 10, 11, 13, 14, 18, 19, 20, 21]","[1.908210289082907, 1.0555358623212994]"
22,"[0, 4, 5, 7, 10, 11, 14, 15, 16, 17, 18, 19]","[1.9081207207008086, 1.050842765354263]"
22,"[0, 4, 5, 7, 10, 11, 14, 15, 16, 17, 19, 20]","[1.908115802697813, 1.0524698846116682]"
22,"[0, 4, 5, 7, 10, 11, 14, 15, 16, 17, 20, 21]","[1.9081132251155841, 1.054059979394459]"
22,"[0, 4, 5, 7, 10, 11, 14, 15, 17, 18, 19, 20]","[1.908097893546597, 1.0543374768490428]"
22,"[0, 4, 5, 7, 10, 11, 14, 15, 17, 18, 20, 21]","[1.9080953151976399, 1.055981662878552]"
22,"[0, 4, 5, 7, 10, 11, 14, 15, 18, 19, 20, 21]","[1.9080859269445136, 1.0578647228281854]"
22,"[0, 4, 5, 7, 10, 11, 15, 16, 17, 18, 19, 20]","[1.9080326529271965, 1.0565094901021919]"
22,"[0, 4, 5, 7, 10, 11, 15, 16, 17, 18, 20, 21]","[1.9080300719593584, 1.0582193590150728]"
22,"[0, 4, 5, 7, 11, 12, 13, 14, 15, 16, 17, 18]","[1.9074225531820312, 1.0477315457776737]"
22,"[0, 4, 5, 7, 11, 12, 13, 14, 15, 16, 18, 19]","[1.9074130900262514, 1.0493327703574258]"
22,"[0, 4, 5, 7, 11, 12, 13, 14, 15, 16, 19, 20]","[1.9074081281859219, 1.0509153383144845]"
22,"[0, 4, 5, 7, 11, 12, 13, 14, 15, 16, 20, 21]","[1.9074055266614958, 1.0524673317578852]"
22,"[0, 4, 5, 7, 11, 12, 13, 14, 16, 17, 18, 19]","[1.9073786500144467, 1.0511758718254338]"
22,"[0, 4, 5, 7, 11, 12, 13, 14, 16, 17, 19, 20]","[1.9073736855118064, 1.052828037669373]"
22,"[0, 4, 5, 7, 11, 12, 13, 14, 16, 17, 20, 21]","[1.907371082544384, 1.0544424641104468]"
22,"[0, 4, 5, 7, 11, 12, 13, 14, 17, 18, 19, 20]","[1.9073556210574305, 1.054726368256772]"
22,"[0, 4, 5, 7, 11, 12, 13, 14, 17, 18, 20, 21]","[1.9073530173081383, 1.0563962542000818]"
22,"[0, 4, 5, 7, 11, 12, 13, 14, 18, 19, 20, 21]","[1.9073435439329305, 1.058310640702236]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18]","[1.8656509202724298, 1.054009429732997]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 12, 14, 17, 18]","[1.8659706679351569, 1.0477485601159666]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 13, 14, 16, 18]","[1.8653224633121597, 1.0566539239940163]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 13, 14, 17, 18]","[1.86526384217363, 1.0900198235978231]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 13, 14, 17, 19]","[1.865280696757063, 1.0611345663573042]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 13, 15, 17, 18]","[1.8654675937358194, 1.0521296106946367]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 13, 15, 18, 19]","[1.86545305232872, 1.0540465470312517]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 14, 15, 16, 18]","[1.8651458599640245, 1.0593500295573732]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 14, 15, 17, 18]","[1.865087087914856, 1.0930143902695437]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 14, 15, 17, 19]","[1.8651039891077126, 1.0641014281460923]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 14, 15, 18, 19]","[1.8650724627945285, 1.095166279168854]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 14, 15, 18, 20]","[1.8650815277287287, 1.0688705428204164]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 14, 15, 19, 21]","[1.8650694810107775, 1.0735223587097111]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 14, 16, 17, 18]","[1.8651966626132122, 1.0569277794486607]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 14, 16, 18, 19]","[1.8651820633760108, 1.059081048952239]"
22,"[0, 4, 6, 7, 8, 9, 10, 11, 14, 16, 19, 20]","[1.8651742346397124, 1.0611870458288701]"
22,"[0, 4, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18]","[1.8665781946799873, 1.0456590712988023]"
22,"[0, 4, 6, 7, 8, 9, 10, 12, 14, 15, 17, 18]","[1.866404174074713, 1.0475559663774823]"
22,"[0, 4, 6, 7, 8, 9, 10, 12, 14, 15, 18, 19]","[1.8663898160921906, 1.049223044539891]"
22,"[0, 4, 6, 7, 8, 9, 10, 12, 15, 16, 17, 18]","[1.8663107777925778, 1.0494897079777463]"
22,"[0, 4, 6, 7, 8, 9, 10, 12, 15, 16, 18, 19]","[1.8662963997345772, 1.0512536354598154]"
22,"[0, 4, 6, 7, 8, 9, 10, 12, 15, 16, 19, 20]","[1.8662886942339165, 1.0530000063696818]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 18]","[1.8641714948727137, 1.059885624963436]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 18]","[1.864111992681564, 1.0939644718732175]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 13, 14, 17, 19]","[1.8641291218266969, 1.0647404837532928]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 13, 15, 17, 18]","[1.8643185479644795, 1.0549443088194064]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 13, 15, 18, 19]","[1.8643037900296848, 1.05702274773056]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18]","[1.8639926951141028, 1.0628436225798386]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 14, 15, 17, 18]","[1.8639330374678666, 1.0971516965716497]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 14, 15, 17, 19]","[1.8639502146802358, 1.067985940865537]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 14, 15, 18, 19]","[1.8639181932538071, 1.0994038741704204]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 14, 15, 18, 20]","[1.8639274119882516, 1.0730992038541138]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 14, 15, 19, 21]","[1.8639151745770928, 1.0780311354444536]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 14, 16, 17, 18]","[1.8640441937958685, 1.0602019260279878]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 14, 16, 18, 19]","[1.8640293762900924, 1.0625348146123506]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 14, 16, 19, 20]","[1.8640214255691134, 1.0648041556040633]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 15, 16, 17, 18]","[1.8638368596210837, 1.1001547943619332]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 15, 16, 17, 19]","[1.8638540636216048, 1.0712091513605118]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 15, 16, 18, 19]","[1.8638219939045946, 1.1024495181080887]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 15, 16, 18, 20]","[1.8638312274978297, 1.076521888676227]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 15, 16, 19, 20]","[1.8638140164210255, 1.104539307788777]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 15, 16, 19, 21]","[1.8638189715058378, 1.0815915461072674]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 15, 17, 18, 19]","[1.8638817532508773, 1.068376110775369]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 15, 17, 19, 20]","[1.863873784001637, 1.0708411705102243]"
22,"[0, 4, 6, 7, 8, 9, 11, 12, 15, 17, 20, 21]","[1.8638695078898402, 1.0731833753051525]"
22,"[0, 4, 6, 7, 8, 9, 11, 13, 14, 15, 17, 18]","[1.864650260024319, 1.0523907664926122]"
22,"[0, 4, 6, 7, 8, 9, 11, 13, 14, 15, 18, 19]","[1.8646355702024304, 1.054332163527562]"
22,"[0, 4, 6, 7, 8, 9, 11, 13, 15, 16, 17, 18]","[1.8645549731754776, 1.0546769029300085]"
22,"[0, 4, 6, 7, 8, 9, 11, 13, 15, 16, 18, 19]","[1.864540262321834, 1.056731390149848]"
22,"[0, 4, 6, 7, 8, 9, 11, 13, 15, 16, 19, 20]","[1.864532371003866, 1.0587502205864496]"
22,"[0, 4, 6, 7, 8, 9, 11, 13, 16, 17, 18, 19]","[1.864489094680251, 1.0591374954406179]"
22,"[0, 4, 6, 7, 8, 9, 11, 13, 16, 17, 19, 20]","[1.8644811968620414, 1.0612500694268043]"
22,"[0, 4, 6, 7, 8, 9, 11, 13, 16, 17, 20, 21]","[1.8644769604640445, 1.0632952542724912]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 14, 15, 16, 18]","[1.8633687896043967, 1.0664662564840703]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 14, 15, 17, 18]","[1.8633086260723475, 1.1011801936435277]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 14, 15, 17, 19]","[1.8633259606128547, 1.071980588188793]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 14, 15, 18, 19]","[1.863293656681743, 1.103514642806668]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 14, 15, 18, 20]","[1.8633029630005136, 1.0774039876605663]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 14, 15, 19, 21]","[1.8632906168085666, 1.0825713739780969]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 14, 16, 17, 18]","[1.8634206870452128, 1.0636074421240267]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 14, 16, 18, 19]","[1.8634057448453023, 1.0661150568172906]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 14, 16, 19, 20]","[1.8633977245177906, 1.0685391066633059]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 15, 16, 17, 18]","[1.8632117341803558, 1.1043275049287913]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 15, 16, 17, 19]","[1.8632290959936189, 1.0754524284403846]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 15, 16, 18, 19]","[1.8631967429128653, 1.1066998304436868]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 15, 16, 18, 20]","[1.8632060643638926, 1.081063409296332]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 15, 16, 19, 20]","[1.8631886953388563, 1.1088470968662723]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 15, 16, 19, 21]","[1.8631936992598854, 1.0863487858200975]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 15, 17, 18, 19]","[1.8632570099362713, 1.0724239172192527]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 15, 17, 19, 20]","[1.8632489707507316, 1.075038891712394]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 15, 17, 20, 21]","[1.8632446556613713, 1.077503729221344]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 16, 17, 18, 19]","[1.8631446744852413, 1.1096328112960832]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 16, 17, 18, 20]","[1.8631540043393238, 1.0845683404107347]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 16, 17, 18, 21]","[1.863159011164496, 1.006578582844513]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 16, 17, 19, 20]","[1.8631366201410198, 1.1117915787914487]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 16, 17, 19, 21]","[1.8631416287139366, 1.0899234411733845]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 16, 17, 20, 21]","[1.863132296653282, 1.113723950728779]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 16, 18, 19, 20]","[1.8631690052238166, 1.0815659432811033]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 16, 18, 20, 21]","[1.8631646843091987, 1.0841181694672224]"
22,"[0, 4, 6, 7, 8, 9, 12, 13, 17, 19, 20, 21]","[1.8631217216338474, 1.0904507626558528]"
22,"[0, 4, 6, 7, 8, 9, 12, 14, 15, 16, 17, 18]","[1.8636006240848588, 1.0605644015892448]"
22,"[0, 4, 6, 7, 8, 9, 12, 14, 15, 16, 18, 19]","[1.8635857208738744, 1.0629298193478962]"
22,"[0, 4, 6, 7, 8, 9, 12, 14, 15, 16, 19, 20]","[1.8635777222514305, 1.0652304110768613]"
22,"[0, 4, 6, 7, 8, 9, 12, 14, 16, 17, 18, 19]","[1.8635339368569146, 1.065722698598629]"
22,"[0, 4, 6, 7, 8, 9, 12, 14, 16, 17, 19, 20]","[1.8635259315515205, 1.068118660071189]"
22,"[0, 4, 6, 7, 8, 9, 12, 14, 16, 17, 20, 21]","[1.8635216352886257, 1.0704091187231801]"
22,"[0, 4, 6, 7, 8, 9, 12, 14, 17, 18, 19, 20]","[1.8634981232941528, 1.070937022049708]"
22,"[0, 4, 6, 7, 8, 9, 12, 14, 17, 18, 20, 21]","[1.863493824975391, 1.0732880577599881]"
22,"[0, 4, 6, 7, 8, 10, 11, 12, 13, 14, 17, 18]","[1.8686708400293401, 1.043571180996035]"
22,"[0, 4, 6, 7, 8, 10, 11, 12, 14, 15, 17, 18]","[1.8685004646644963, 1.0453060712722684]"
22,"[0, 4, 6, 7, 8, 10, 11, 12, 14, 15, 18, 19]","[1.8684864708350326, 1.0468421435439508]"
22,"[0, 4, 6, 7, 8, 10, 11, 12, 15, 16, 17, 18]","[1.868409131223594, 1.0470752490012452]"
22,"[0, 4, 6, 7, 8, 10, 11, 12, 15, 16, 18, 19]","[1.8683951183241998, 1.0486990782306367]"
22,"[0, 4, 6, 7, 8, 10, 11, 12, 15, 16, 19, 20]","[1.8683876169956248, 1.0503112105799546]"
22,"[0, 4, 6, 7, 8, 10, 12, 13, 14, 15, 17, 18]","[1.8679032172580081, 1.0473479904946355]"
22,"[0, 4, 6, 7, 8, 10, 12, 13, 14, 15, 18, 19]","[1.867889111727567, 1.04899574626971]"
22,"[0, 4, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18]","[1.8678112426539442, 1.0492579504535442]"
22,"[0, 4, 6, 7, 8, 10, 12, 13, 15, 16, 18, 19]","[1.8677971177399404, 1.0510003114158082]"
22,"[0, 4, 6, 7, 8, 10, 12, 13, 15, 16, 19, 20]","[1.8677895540144434, 1.0527250119269722]"
22,"[0, 4, 6, 7, 8, 10, 12, 13, 16, 17, 18, 19]","[1.8677478173829334, 1.053020223508373]"
22,"[0, 4, 6, 7, 8, 10, 12, 13, 16, 17, 19, 20]","[1.8677402476866454, 1.0548279680995585]"
22,"[0, 4, 6, 7, 8, 10, 12, 13, 16, 17, 20, 21]","[1.8677361943994915, 1.0565953954639178]"
22,"[0, 4, 6, 7, 8, 10, 13, 14, 15, 16, 17, 18]","[1.8674895944271808, 1.0515115192826867]"
22,"[0, 4, 6, 7, 8, 10, 13, 14, 15, 16, 18, 19]","[1.867475406364497, 1.0533719809772448]"
22,"[0, 4, 6, 7, 8, 10, 13, 14, 15, 16, 19, 20]","[1.8674678075073734, 1.0552071768828466]"
22,"[0, 4, 6, 7, 8, 10, 13, 14, 16, 17, 18, 19]","[1.867425902537731, 1.055536777919353]"
22,"[0, 4, 6, 7, 8, 10, 13, 14, 16, 17, 19, 20]","[1.8674182976523792, 1.0574579998544058]"
22,"[0, 4, 6, 7, 8, 10, 13, 14, 16, 17, 20, 21]","[1.867414224818429, 1.0593280034600647]"
22,"[0, 4, 6, 7, 8, 10, 13, 14, 17, 18, 19, 20]","[1.8673917702824874, 1.0596884653490755]"
22,"[0, 4, 6, 7, 8, 10, 13, 14, 17, 18, 20, 21]","[1.8673876956014355, 1.061624698014928]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18]","[1.8600929259508279, 1.0639708423576228]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 13, 14, 17, 18]","[1.8600304533703824, 1.0991367342228977]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 13, 14, 17, 19]","[1.8600485169555037, 1.0693377711782643]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 13, 15, 17, 18]","[1.8602463605382278, 1.0584585224161718]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 13, 15, 18, 19]","[1.8602308733347757, 1.0607554072600276]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16, 18]","[1.8599068985902947, 1.0672924191332422]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 14, 15, 17, 18]","[1.859844255181245, 1.1026066413401914]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 14, 15, 17, 19]","[1.8598623718082083, 1.0729719122607149]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19]","[1.859828672980231, 1.105006186389149]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 14, 15, 18, 20]","[1.8598384174445108, 1.0785566127857429]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 14, 15, 19, 21]","[1.8598255334843707, 1.08387113060152]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 14, 16, 17, 18]","[1.859960716433505, 1.0643482104470314]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 14, 16, 18, 19]","[1.8599451637680238, 1.066926532277389]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 14, 16, 19, 20]","[1.859936800162212, 1.0694183930670607]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 15, 16, 17, 18]","[1.859743956256433, 1.1058551161743044]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 15, 16, 17, 19]","[1.8597621025117226, 1.076559874874997]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 15, 16, 18, 19]","[1.8597283503835107, 1.1082936707654962]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 15, 16, 18, 20]","[1.8597381113170253, 1.0823406041868526]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 15, 16, 19, 20]","[1.8597199571790584, 1.1104970463949912]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 15, 16, 19, 21]","[1.8597252068433578, 1.0877766972926917]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 15, 17, 18, 19]","[1.859791105908057, 1.0734356233964135]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 15, 17, 19, 20]","[1.8597827218498897, 1.076127651620486]"
22,"[0, 4, 6, 7, 9, 10, 11, 12, 15, 17, 20, 21]","[1.8597782132362815, 1.0786624291104128]"
22,"[0, 4, 6, 7, 9, 10, 11, 13, 14, 15, 17, 18]","[1.8605906479180567, 1.055593021054809]"
22,"[0, 4, 6, 7, 9, 10, 11, 13, 14, 15, 18, 19]","[1.8605752353239435, 1.0577347988777992]"
22,"[0, 4, 6, 7, 9, 10, 11, 13, 15, 16, 17, 18]","[1.860491321887649, 1.0581405981779943]"
22,"[0, 4, 6, 7, 9, 10, 11, 13, 15, 16, 18, 19]","[1.8604758861641453, 1.060408542540148]"
22,"[0, 4, 6, 7, 9, 10, 11, 13, 15, 16, 19, 20]","[1.8604675878282735, 1.0626267844786896]"
22,"[0, 4, 6, 7, 9, 10, 11, 13, 16, 17, 18, 19]","[1.8604224297128442, 1.063082089368739]"
22,"[0, 4, 6, 7, 9, 10, 11, 13, 16, 17, 19, 20]","[1.8604141241977104, 1.0654008982667633]"
22,"[0, 4, 6, 7, 9, 10, 11, 13, 16, 17, 20, 21]","[1.8604096593430945, 1.0676315676033992]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 14, 15, 16, 18]","[1.8592604924111091, 1.0714018729006074]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 14, 15, 17, 18]","[1.8591972950913636, 1.1070338845863008]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 14, 15, 17, 19]","[1.8592155846983043, 1.0774884220284529]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 14, 15, 18, 19]","[1.8591815758950792, 1.1095156325258064]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 14, 15, 18, 20]","[1.8591914168604569, 1.0833956808046457]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 14, 15, 19, 21]","[1.8591784135150142, 1.0889390508089234]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 14, 16, 17, 18]","[1.8593147448111667, 1.0682115235942802]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 14, 16, 18, 19]","[1.8592990557070719, 1.0709843031054205]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 14, 16, 19, 20]","[1.859290615780342, 1.0736441261894154]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18]","[1.8590962194016176, 1.1104341167195262]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 15, 16, 17, 19]","[1.859114539196204, 1.0813498688911154]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 15, 16, 18, 19]","[1.8590804761031876, 1.1129484842751436]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 15, 16, 18, 20]","[1.8590903338540834, 1.087432051202546]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 15, 16, 18, 21]","[1.85909563548746, 1.0072404481750532]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 15, 16, 19, 20]","[1.85907200601934, 1.1152052091070364]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 15, 16, 19, 21]","[1.8590773096135162, 1.0930689920290926]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 15, 17, 18, 19]","[1.8591437875994983, 1.0780163071891493]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 15, 17, 19, 20]","[1.8591353268405837, 1.080864215385909]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 15, 17, 20, 21]","[1.8591307753903283, 1.08352128405978]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 16, 17, 18, 19]","[1.8590260355779649, 1.116083309617186]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 16, 17, 18, 20]","[1.85903590267085, 1.0912574973677847]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 16, 17, 18, 21]","[1.859041209482918, 1.020524145602473]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 16, 17, 19, 20]","[1.8590175580028103, 1.1183444310828417]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 16, 17, 19, 21]","[1.8590228667797426, 1.0969338182588484]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 16, 17, 20, 21]","[1.859012997216013, 1.1203512532807718]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 16, 18, 19, 20]","[1.8590516565562725, 1.0880201107645855]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 16, 18, 19, 21]","[1.8590569617789559, 1.0074472618941743]"
22,"[0, 4, 6, 7, 9, 10, 12, 13, 16, 18, 20, 21]","[1.8590470986424006, 1.090739800692485]"
22,"[0, 4, 6, 7, 9, 10, 12, 14, 15, 16, 17, 18]","[1.8595020053514388, 1.064784949364903]"
22,"[0, 4, 6, 7, 9, 10, 12, 14, 15, 16, 18, 19]","[1.8594863590946966, 1.0674026340957061]"
22,"[0, 4, 6, 7, 9, 10, 12, 14, 15, 16, 19, 20]","[1.8594779430712012, 1.0699317503486865]"
22,"[0, 4, 6, 7, 9, 10, 12, 14, 16, 17, 18, 19]","[1.8594322307253852, 1.070514183271004]"
22,"[0, 4, 6, 7, 9, 10, 12, 14, 16, 17, 19, 20]","[1.8594238073119411, 1.0731413557899172]"
22,"[0, 4, 6, 7, 9, 10, 12, 14, 16, 17, 20, 21]","[1.8594192766574866, 1.0756317859591618]"
22,"[0, 4, 6, 7, 9, 10, 12, 14, 17, 18, 19, 20]","[1.8593946748836931, 1.0762505030366905]"
22,"[0, 4, 6, 7, 9, 10, 12, 14, 17, 18, 20, 21]","[1.859390141946086, 1.0787961845132963]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 15, 16, 17, 18]","[1.8587459401664734, 1.1147643607352529]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 15, 16, 17, 19]","[1.8587643580904674, 1.0861265018923214]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 15, 16, 18, 19]","[1.8587301189635683, 1.1173304030530764]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 15, 16, 18, 20]","[1.858740031406041, 1.0924358424389145]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 15, 16, 18, 21]","[1.8587453634526743, 1.0213432625398866]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 15, 16, 19, 20]","[1.8587216053512776, 1.1196190330053397]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 15, 16, 19, 21]","[1.8587269393821195, 1.0981999875892006]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 15, 17, 18, 19]","[1.85879374556937, 1.0826181096709107]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 15, 17, 19, 20]","[1.858785241384938, 1.0855902567668887]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 15, 17, 20, 21]","[1.858780665709089, 1.0883374538385935]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 16, 17, 18, 19]","[1.8586754294988677, 1.1205462856300565]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 16, 17, 18, 20]","[1.8586853513865427, 1.0964177734386953]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 16, 17, 18, 21]","[1.8586906886699397, 1.0336447269455729]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 16, 17, 19, 20]","[1.8586669083153033, 1.1228325592796133]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 16, 17, 19, 21]","[1.8586722475870605, 1.1021886553698532]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 16, 17, 20, 21]","[1.8586623231998054, 1.1248496203550868]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 16, 18, 19, 20]","[1.8587011832851161, 1.0930802954262786]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 16, 18, 19, 21]","[1.8587065189607586, 1.021892456696532]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 16, 18, 20, 21]","[1.8586966010752684, 1.0958590658975464]"
22,"[0, 4, 6, 7, 9, 10, 13, 14, 16, 19, 20, 21]","[1.858715034013175, 1.0081474651258393]"
